,축제명,주소,연락처,시작일,종료일,위도,경도
869,우리여행GOGO페스티벌 2019,서울 중구 태평로2가 17-3 서울광장,120 (서울시 다산콜센터),2019-09-18,2019-09-19,37.5653988094,126.9777155697
870,우암문화제 2019,대전광역시 동구 충정로 53,042-623-7211,2019-10-26,2019-10-27,36.3497420088,127.4584420365
871,우포늪 생명길 걷기대회 2019,경상남도 창녕군 유어면 우포늪길 220,055-530-1525,2019-11-09,2019-11-09,35.5445840791,128.4184566432
872,울산 간절곶 해맞이 2020,울산광역시 울주군 서생면 간절곶1길 39-2,052-204-0313,2019-12-31,2020-01-01,35.3589668021,129.3605738299
873,울산 고래축제 2020,울산광역시 남구 장생포고래로288번길 20,고래문화재단: 052-226-1991,2020-09-11,2020-09-13,35.5049453522,129.3866285730
874,울산 마두희축제 2020,울산광역시 중구 학성로 97,052-244-2008,2020-09-11,2020-09-13,35.5554995557,129.3215633773
875,울산 쇠부리축제 2020,울산광역시 북구 달천철장길 58,052-293-3500,2020-10-09,2020-10-11,35.6336492470,129.3294493702
876,울산 태화루 누각 상설공연 2019,울산광역시 중구 태화로 300,울산광역시청 문화예술과  052-229-3742,2019-04-19,2019-05-18,35.5533995305,129.3076757594
877,울산 평생학습 박람회 2019,울산광역시 남구 옥동 363-1,052-288-7404,2019-10-26,2019-10-27,35.5272131192,129.2828564401
878,울산119안전문화축제 2019,울산광역시 남구 남산로 385,052-229-5333,2019-10-10,2019-10-12,35.5503554041,129.3064148443
879,울산국화전시회 2019,울산광역시 북구 산업로 1010,052-241-7000,2019-10-26,2019-11-24,35.5826944674,129.3612369255
880,울산대공원 빛 축제 2020,울산광역시 남구 대공원로 94,052)226-0305,2019-12-20,2020-01-27,35.5308045918,129.2940414740
881,울산배축제 2019,울산광역시 울주군 범서읍 장검길 10,052-267-5260,2019-10-11,2019-10-13,35.5575563877,129.2540136599
882,울산태화강대숲납량축제 2019,울산광역시 중구 내오산로 67,052-266-7081,2019-08-14,2019-08-17,35.5533046338,129.2830667988
883,울산프롬나드페스티벌 2020,울산광역시 중구 내오산로 67,052-270-9303,2020-11-14,2020-12-05,35.5533268539,129.2830862409
884,울주세계산악영화제 (UMFF : Ulju Mountain Film Festival) 2019,울산광역시 울주군 상북면 알프스온천5길 103-8,052-248-6450,2019-09-06,2019-09-10,35.5563585902,129.0676299774
885,울진금강송 송이축제 2019,경상북도 울진군 울진읍 연호로 47,-,2019-10-05,2019-10-07,36.9946740548,129.4065471052
886,웅진성수문병 근무교대식 2019,충청남도 공주시 웅진로 280,공주시청 문화관광과 041-840-8090,2019-05-04,2019-11-10,36.4651867499,127.1236550047
887,워터피크닉 2019,서울특별시 마포구 한강난지로 162,070-4705-3571,2019-08-03,2019-08-04,37.5628196780,126.8854129455
888,원더풀 페스티벌(ONETHEFULL FESTIVAL) 2019,서울특별시 서대문구 신촌역로 22-5,070-7575-2353,2019-04-27,2019-04-27,37.5616985803,126.9409440249
889,원마운트 슈퍼문 페스티벌 2019,경기도 고양시 일산서구 한류월드로 300,031-961-6329,2019-09-06,2019-09-15,37.6646082788,126.7545386910
890,원마운트 썸머뮤직 페스티벌 2019,경기도 고양시 일산서구 한류월드로 300,031-961-6329,2019-07-07,2019-08-25,37.6646082788,126.7545386910
891,원마운트 할로윈 페스티벌 2019,경기도 고양시 일산서구 한류월드로 300,031-961-6329,2019-10-03,2019-10-31,37.6646082788,126.7545386910
892,원마운트 행운펑펑 오로라쇼 2020,경기도 고양시 일산서구 한류월드로 300 스노우파크,1566-2232,2020-01-01,2020-02-09,37.6646082788,126.7545386910
893,원주 어린이날 큰잔치 '평화야 놀자' 2019,강원도 원주시 서원대로 311,사단법인 강원민예총 원주지부 033-743-0812,2019-05-05,2019-05-05,37.3368207149,127.9436678779
894,원주 용수골꽃양귀비축제 2020,강원도 원주시 판부면 서곡리 1632-2,033-764-4443,2020-05-23,2020-05-31,37.2868069456,127.9382587109
895,원주 청소년축제 2019,강원도 원주시 단구로 170,033-742-9997,2019-05-25,2019-05-26,37.3364513586,127.9461148905
896,원주 회촌 달맞이축제 2020,강원도 원주시 흥업면 매지회촌길 116-14,-,2019-05-25,2019-05-26,37.3364513586,127.9461148905
897,원주과학축전 2019,강원도 원주시 단구로 170,033-760-1302,2019-10-12,2019-10-12,37.3364846901,127.9462232129
898,원주치악국제걷기축제 2019,강원도 원주시 서원대로 311,033-762-2080,2019-10-12,2019-10-13,37.3375845261,127.9442344714
899,원주한지문화제 2020,강원도 원주시 한지공원길 151,033-734-4739,2020-09-03,2020-09-06,37.3343736211,127.9353798084
900,월곶 저잣거리 역사문화 축제 2019,경기도 김포시 월곶면 애기봉로7번길,김포문화재단 관광콘텐츠팀 (031-996-1531~2),2019-12-21,2019-12-21,37.7158904250,126.5547388642
901,월미공원 설 명절 체험 프로그램 2020,인천광역시 중구 월미로 131-9,032-765-4133,2020-01-24,2020-01-27,37.4731917475,126.6026468031
902,월미도 불꽃크루즈 2020,인천광역시 중구 월미문화로 21,032-765-1171,2020-03-01,2020-12-31,37.4764857358,126.5984970903
903,월출산 국화축제 2019,전라남도 영암군 영암읍 기찬랜드로 19-3,061-470-2114,2019-10-26,2019-11-10,34.7915971636,126.6869256690
904,"월화거리, 강릉음식문화체험전 2019",강원도 강릉시 금성로12번길 강릉시 월화거리 역사문화광장내,033-660-3152 / 660-3146,2019-11-23,2019-11-24,37.7550738883,128.8987664365
905,위댄스 페스티벌 2019,서울특별시 영등포구 여의동로 330,070-4101-8536,2019-09-21,2019-09-21,37.5263886632,126.9336123570
906,위도 상사화길 달빛걷기 축제 2019,전라북도 부안군 위도면 도장금길 47,063-580-3762,2019-08-24,2019-08-25,35.6032958299,126.2831192657
907,유권자 정치페스티벌 2019,경기도 수원시 권선구 수인로 126,031-296-9831~3,2019-10-25,2019-10-26,37.2749187509,126.9849119700
908,유니브엑스포 부산 2019,부산광역시 부산진구 전포대로209번길 26,-,2019-09-21,2019-09-22,35.1564006288,129.0629164444
909,유러피언 크리스마스 마켓 2019,서울특별시 성북구 동소문로6길 성북천분수마루,02-2241-6381~4,2019-12-07,2019-12-08,37.5887799713,127.0081537995
910,유성 국화전시회 2019,대전광역시 유성구 어은로 27,042-611-2446,2019-10-12,2019-11-03,36.3606806337,127.3576924160
911,유성국화마라톤 대회 2019,대전광역시 유성구 봉명동 1013-1,042-823-5007,2019-10-20,2019-10-20,36.3608056480,127.3592922701
912,유진예술포차 2019,서울 서대문구 홍은동 48-84 유진상가 2층 옥상,070-7575-2352,2019-10-26,2019-10-26,37.5916395789,126.9429235534
913,유채꽃과 함께하는 호미곶 돌문어 축제 2019,경상북도 포항시 남구 호미곶면,포항시 수산진흥과 054-270-2853,2019-04-19,2019-04-21,36.0763704964,129.5667936509
914,은평누리축제 2019,서울특별시 은평구 서오릉로 47,02-351-3735,2019-10-03,2019-10-05,37.6052015350,126.9230555375
915,음식문화축제 2019,경기도 수원시 팔달구 정조로 825,031-228-2233,2019-10-03,2019-10-06,37.2813518511,127.0136119631
916,응답하라! 그때 그 시절 DJ SHOW 2020,대구 중구 대봉동 6-11,053)255-5123,2020-08-29,2020-08-29,35.8603268485,128.6069813718
917,의령 민속소싸움대회 2019,경상남도 의령군 의령읍 의합대로 28,055-570-4192,2019-09-13,2019-09-14,35.3189570851,128.2844411598
918,의성 세계연축제 2019,경상북도 의성군 안계면 용기리 620-5,"054-830-6359, 054-830-6578",2019-05-04,2019-05-06,36.3699351667,128.4316186741
919,의성슈퍼푸드마늘축제 2019,경상북도 의성군 의성읍 군청길 31,054-830-6096,2019-10-04,2019-10-06,36.3527615165,128.6971956149
920,의왕 레솔레파크 겨울축제 '겨울아 놀자' 2020,경기도 의왕시 왕송못동로 307 레솔레파크 잔디광장,031)345-3094,2019-12-28,2020-01-19,37.3071172321,126.9531361786
921,의왕백운예술제 2019,경기도 의왕시 학의동 277,031-345-2531,2019-09-21,2019-09-22,37.3826398845,127.0008519504
922,의정부 국제가야금축제 2019,경기도 의정부시 의정로 1,02-582-4470,2019-10-04,2019-10-05,37.7334330545,127.0340500917
923,의정부 음악극축제 2020,경기도 의정부시 의정로 1,031-828-5841,2020-08-07,2020-08-16,37.7334330545,127.0340500917
924,이럴때 이런음악 '해설이 있는 청소년 음악회' (영산아트홀) 2020,서울특별시 영등포구 여의공원로 101,02-332-5545,2020-08-09,2020-08-15,37.5293242775,126.9249130673
925,이럴때 이런음악 '해설이 있는 청소년 음악회' (예술의전당) 2020,서울특별시 서초구 남부순환로 2406,02-332-5545,2020-08-13,2020-08-13,37.4785900399,127.0107566806
926,이병주 하동 국제문학제 2019,경상남도 하동군 북천면 이명골길 14-28,055-882-2354,2019-09-27,2019-09-29,35.0972445341,127.8942978988
927,이순신의 물의나라(Water Land) 2019,경상남도 통영시 도남로 281,055-646-8082,2019-07-22,2019-08-18,34.8257123112,128.4334856538
928,이순신장군배 국제요트대회 2019,경상남도 통영시 도남로 269-20,055)643-3335,2019-10-25,2019-11-10,34.8277704211,128.4338633445
929,이순신장군愛 후예들 2019,경상남도 남해군 고현면 남해대로 3829 이순신순국공원 일원,070-7853-6446,2019-08-10,2019-11-23,34.9133673076,127.8570670355
930,이월드 랜덤댄스 페스티벌 2019,대구광역시 달서구 두류공원로 200,053-620-0001,2019-06-01,2019-06-01,35.8578651981,128.5626075708
931,이월드 별빛 스노우판타지 2020,대구광역시 달서구 두류공원로 200,053-620-0001,2020-01-01,2020-03-01,35.8548628013,128.5648324586
932,이월드 별빛축제 2019,대구광역시 달서구 두류공원로 200,053-620-0001,2019-11-16,2020-03-01,35.8548822436,128.5648324581
933,이월드 수국축제 2020,대구광역시 달서구 두류공원로 200,053-620-0001,2020-04-30,2020-06-21,35.8548989086,128.5648463453
934,이월드 아쿠아판타지 2020,대구광역시 달서구 두류공원로 200,053-620-0001,2020-07-11,2020-08-30,35.8548822436,128.5648324581
935,이월드 인생꽃사진관 2020,대구광역시 달서구 두류공원로 200,053-620-0001,2020-09-05,2020-11-30,35.8548989086,128.5648463453
936,이월드 컬러풀 페스티벌 2019,대구광역시 달서구 두류공원로 200,053-620-0001,2019-05-04,2019-06-23,35.8548822436,128.5648324581
937,이월드 호러어드벤처 : 좀비스플래쉬 2020,대구광역시 달서구 두류공원로 200,053-620-0001,2020-06-27,2020-08-30,35.8548822436,128.5648324581
938,이월드 호러프리즌 2019,대구광역시 달서구 두류공원로 200,053-620-0001,2019-10-12,2019-10-31,35.8548822436,128.5648324581
939,이천국제조각심포지엄 2019,경기도 이천시 관고동 418-2,031-645-3661~3,2019-07-30,2019-08-20,37.2794428614,127.4275383909
940,이천인삼축제 2020,경기도 이천시 경충대로2697번길 167-29,031-637-3435~6,2020-10-30,2020-11-01,37.2740656759,127.4259164684
941,이태원 지구촌축제 2019,서울특별시 용산구 이태원로,02-797-7319,2019-10-12,2019-10-13,37.5339026678,126.9888154493
942,익산 문화재 야행 2020,전라북도 익산시 왕궁면 궁성로 666,063-859-5793,2020-08-07,2020-08-09,35.9715781122,127.0557186642
943,익산 FCI 국제 도그쇼 2019,"전라북도 익산시 무왕로 1397 (부송동, 익산공설운동장)",02-2278-0661~2,2019-10-26,2019-10-27,35.9680527199,127.0098728477
944,익산식품대전 2020,온라인개최,-,2020-09-04,2020-09-10,35.9795610080,127.0829215832
945,인디밴드 한일전 2019,서울특별시 서대문구 연세로 5,070-7575-2352,2019-06-01,2019-06-01,37.5589154540,126.9344752493
946,인사동 전통문화체험 행사 2020,서울특별시 종로구 인사동길 6,"02-720-1239,  070-7755-0440",2020-05-11,2020-11-15,37.5715343798,126.9873534061
947,인사전통문화축제 2019,서울특별시 종로구 인사동 33-2,보존회 02-737-7890,2019-08-29,2019-09-02,37.5715093818,126.9872978561
948,인서울마켓 2019,서울특별시 광진구 자양동 427-1,070-7596-7075,2019-09-06,2019-11-01,37.5294546985,127.0730856795
949,인쇄문화축제 2019,서울특별시 종로구 세종대로 지하 172,02-2278-3081,2019-10-18,2019-10-19,37.5721757834,126.9768376800
950,인제 진동계곡 산나물축제 2019,강원도 인제군 기린면 조침령로 1061,010-6789-3160,2019-05-18,2019-05-19,37.9640123409,128.4052684913
951,인제빙어축제 2020,강원도 인제군 남면 부평리 555-2번지,1577-8924,2020-01-18,2020-01-27,37.9977331184,128.0985008723
952,인천 개항장 문화재 야행 2020,인천광역시 중구 신포로27번길 80,032-899-7428,2020-09-11,2020-09-27,37.4737642366,126.6215617279
953,인천 보드게임 페스티벌 2019,인천광역시 연수구 센트럴로 123 송도컨벤시아,070-8611-9803,2019-08-16,2019-08-17,37.3890356252,126.6461951621
954,인천공항 겨울 정기공연 2019,인천광역시 중구 공항로 272,032-741-7882,2019-12-13,2019-12-15,37.4583320727,126.4276798563
955,인천공항 SKY FESTIVAL 2020,인천광역시 중구 영종해안남로321번길 186,스카이운영사무국 (032-741-3507~8),2020-09-05,2020-09-06,37.4373461143,126.4557445366
956,인천공항 T1 문화예술 상설공연 2019,인천광역시 중구 공항로 272,032-741-2247,2019-12-01,2019-12-30,37.4493113037,126.4508002142
957,인천공항 T1 문화예술_2019 인천공항 여름 정기공연 'TIMELESS Summer Concert' 2019,인천광역시 중구 공항로 272,032-741-2247,2019-07-24,2019-07-26,37.4584042866,126.4277104062
958,인천과학대제전 2019,인천광역시 연수구 센트럴로 123,032-423-3303,2019-11-01,2019-11-02,37.3889717474,126.6463951460
959,인천국제디자인페어 2019,인천광역시 서구 장고개로231번길 9,1544-2757,2019-10-31,2019-11-03,37.4865831860,126.6779256729
960,인천소래포구축제 2020,인천광역시 남동구 논현동 775,032-453-2140,2020-09-18,2020-09-20,37.3975889852,126.7354423495
961,인천여성영화제 2020,인천광역시 남동구 예술로 198,032-330-3080,2020-07-09,2020-07-12,37.4517904324,126.7019744481
962,인천카페앤디저트쇼 2019,인천광역시 연수구 센트럴로 123,02-6369-1899,2019-09-20,2019-09-22,37.3881940453,126.6455646871
963,일본군 '위안부' 기억의 터 문화해설 프로그램 2019,서울특별시 중구 퇴계로26가길 6,02-761-2588,2019-06-28,2019-11-30,37.5590942111,126.9902479392
964,일산 벼룩시장 2019,경기도 고양시 일산서구 한류월드로 300,고양교육청 031-900-2880<br>고양원마운트 031-961-6033,2019-05-11,2019-10-26,37.6673245912,126.7524249191
965,임방울 국악제 2020,광주광역시 북구 북문대로 60,062-521-0731,2020-09-18,2020-09-21,37.4100356243,127.2494452622
966,임천 충혼제 2019,즐겨찾기 충청남도 부여군 장암면 지토리 산156,041-833-2001,2019-04-05,2019-04-06,36.1969357806,126.8995655832
967,입양의 날 기념행사 2019,서울특별시 광진구 능동로 209,02-6943-2633,2019-05-11,2019-05-11,37.5514577128,127.0738627621
968,자라섬국제재즈페스티벌 2019,경기도 가평군 가평읍,031-581-2813~4,2019-10-04,2019-10-06,37.8171295389,127.5270471526
969,자문밖문화축제 2019,서울특별시 종로구 평창문화로 63,02-6365-1388,2019-10-11,2019-10-13,37.6062466648,126.9680486265
970,자운대 민〮군 화합 페스티벌 2019,대전광역시 유성구 자운로97번길 410,042-250-1271,2019-04-26,2019-04-27,36.4169515774,127.3355039863
971,자이언트 설악 그란폰도 2020,강원도 인제군 상남면 미산리,031-821-9949,2020-09-19,2020-09-19,37.8730701325,128.2604982776
972,장군산 영평사 구절초꽃축제 2019,세종특별자치시 장군면 영평사길 124,044-854-1854,2019-10-05,2019-10-13,36.4731710034,127.2276676801
973,장동계족산 코스모스축제 2019,대전광역시 대덕구 장동 353,042-608-6942,2019-09-27,2019-09-29,36.4138370935,127.4382393197
974,장성 축령산 산소축제 2019,전라남도 장성군 서삼면 모암리 축령산 숲속쉼터,061-390-7253,2019-10-05,2019-10-05,35.3730686847,126.7501529011
975,장성 황룡강 노란꽃잔치 2019,전라남도 장성군 장성읍 기산리 461-1,옐로우시티프로젝트팀 061-390-7381~7384,2019-10-05,2019-10-13,35.3005133554,126.7705168064
976,장수 한우랑사과랑축제 2020,전라북도 장수군 장수읍 한누리로 393,063-350-2355~2357,2020-10-29,2020-11-01,35.6411181919,127.5180751461
